created_at,total_amount,customer_age,customer_gender,store_location,store_id,checkout_seconds,is_weekend,nlp_processed,nlp_processed_at,nlp_confidence_score,device_id,payment_method,checkout_time,request_type,transcription_text,suggestion_accepted
2025-05-07 17:53:57,487.41,37,Other,"06285 David Tunnel
South Crystal, WY 51579",3,109,True,True,2025-05-07 17:54:02,0.83,DEV-528,card,2025-05-07 17:54:52,unsure,Hope issue building light many national.,False
2025-01-30 14:07:54,326.32,48,Other,"143 Cuevas Trail
North Teresa, SC 24246",2,84,True,True,2025-01-30 14:07:59,0.97,DEV-756,card,2025-01-30 14:07:58,unsure,Tell daughter reveal today feeling do history.,True
2025-04-06 03:47:12,149.92,62,Male,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",4,144,False,True,2025-04-06 03:47:17,0.95,DEV-963,gcash,2025-04-06 03:47:21,unsure,Situation wear specific either themselves.,False
2025-01-16 16:45:25,73.92,49,Other,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",1,31,True,True,2025-01-16 16:45:30,0.92,DEV-578,gcash,2025-01-16 16:45:35,unsure,Surface no by option hour.,False
2025-02-14 02:39:29,365.75,52,Female,"143 Cuevas Trail
North Teresa, SC 24246",2,135,False,True,2025-02-14 02:39:34,0.79,DEV-354,card,2025-02-14 02:39:59,branded,Consumer old phone news third reality attorney.,False
2025-04-04 12:03:35,221.63,55,Female,"143 Cuevas Trail
North Teresa, SC 24246",3,276,True,True,2025-04-04 12:03:40,0.95,DEV-880,gcash,2025-04-04 12:04:14,unbranded,Gun edge rich life building.,True
2025-05-23 21:23:16,209.15,25,Male,"143 Cuevas Trail
North Teresa, SC 24246",3,233,False,True,2025-05-23 21:23:21,0.98,DEV-889,cash,2025-05-23 21:23:24,branded,There conference they participant analysis commercial wife.,False
2025-03-28 11:15:23,101.07,43,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",2,194,False,True,2025-03-28 11:15:28,0.85,DEV-452,card,2025-03-28 11:16:13,branded,Worker inside evidence two.,True
2025-05-13 23:51:44,455.48,22,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,199,True,True,2025-05-13 23:51:49,0.83,DEV-988,cash,2025-05-13 23:52:16,unsure,Dark during father.,True
2025-05-15 09:58:03,302.92,46,Female,"143 Cuevas Trail
North Teresa, SC 24246",2,298,False,True,2025-05-15 09:58:08,0.98,DEV-363,gcash,2025-05-15 09:58:42,unbranded,Of occur training to environment each.,True
2025-01-22 17:14:31,280.28,23,Female,"143 Cuevas Trail
North Teresa, SC 24246",4,39,True,True,2025-01-22 17:14:36,0.97,DEV-717,gcash,2025-01-22 17:15:25,unbranded,Nor training several talk fund use more.,True
2025-03-03 21:31:27,314.7,34,Other,"143 Cuevas Trail
North Teresa, SC 24246",5,58,True,True,2025-03-03 21:31:32,0.79,DEV-208,card,2025-03-03 21:31:54,unsure,Mr sound blood everybody.,True
2025-04-06 11:15:00,418.99,54,Female,"143 Cuevas Trail
North Teresa, SC 24246",4,293,False,True,2025-04-06 11:15:05,0.97,DEV-636,cash,2025-04-06 11:15:50,unbranded,Force bag may listen star event sing down.,False
2025-02-15 17:42:37,221.81,56,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",1,201,False,True,2025-02-15 17:42:42,0.77,DEV-497,card,2025-02-15 17:43:09,unbranded,Such newspaper government trouble.,True
2025-04-20 15:11:04,343.28,24,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,137,True,True,2025-04-20 15:11:09,0.9,DEV-713,card,2025-04-20 15:12:00,branded,Break within huge pretty argue still.,False
2025-03-16 03:53:18,98.91,48,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",3,269,True,True,2025-03-16 03:53:23,0.84,DEV-366,gcash,2025-03-16 03:53:49,unbranded,Tend would memory dinner girl little.,False
2025-02-04 22:25:49,357.37,18,Male,"37188 Anthony Crossroad
North Kristen, WV 80462",4,294,True,True,2025-02-04 22:25:54,0.9,DEV-441,cash,2025-02-04 22:26:20,unbranded,Power suddenly action born indeed single small.,True
2025-01-01 18:45:09,317.67,30,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",1,276,False,True,2025-01-01 18:45:14,0.88,DEV-892,card,2025-01-01 18:45:54,unbranded,Table window have best most.,True
2025-03-23 10:35:58,295.91,27,Other,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",2,69,True,True,2025-03-23 10:36:03,0.98,DEV-666,cash,2025-03-23 10:36:03,unbranded,Mr serve trial.,True
2025-01-06 02:36:43,197.86,54,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",5,40,False,True,2025-01-06 02:36:48,0.88,DEV-889,card,2025-01-06 02:37:32,branded,Quite strategy can economy.,True
2025-02-04 09:49:32,250.82,50,Female,"37188 Anthony Crossroad
North Kristen, WV 80462",2,108,True,True,2025-02-04 09:49:37,0.78,DEV-410,card,2025-02-04 09:49:41,unbranded,Sort policy religious out trouble read.,False
2025-05-18 02:47:27,114.26,55,Male,"06285 David Tunnel
South Crystal, WY 51579",2,167,True,True,2025-05-18 02:47:32,0.79,DEV-257,card,2025-05-18 02:47:39,unbranded,Free itself bank study instead.,False
2025-04-23 23:26:23,353.33,18,Male,"143 Cuevas Trail
North Teresa, SC 24246",1,277,False,True,2025-04-23 23:26:28,0.79,DEV-682,card,2025-04-23 23:26:46,unbranded,Section imagine as box learn support.,False
2025-02-01 07:10:23,185.73,65,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",5,297,False,True,2025-02-01 07:10:28,0.86,DEV-726,gcash,2025-02-01 07:10:29,unsure,Produce recently there less again tough least.,True
2025-05-30 23:22:34,483.1,62,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,50,False,True,2025-05-30 23:22:39,0.82,DEV-317,gcash,2025-05-30 23:23:14,branded,Today police fast door.,False
2025-03-19 00:58:50,345.9,46,Male,"143 Cuevas Trail
North Teresa, SC 24246",4,172,True,True,2025-03-19 00:58:55,0.87,DEV-450,gcash,2025-03-19 00:59:09,unsure,Together magazine plant inside still say seek my.,False
2025-02-14 01:39:27,466.46,33,Other,"143 Cuevas Trail
North Teresa, SC 24246",2,87,True,True,2025-02-14 01:39:32,0.71,DEV-903,cash,2025-02-14 01:39:39,unsure,Evening there common join.,True
2025-01-31 21:20:37,121.12,41,Other,"06285 David Tunnel
South Crystal, WY 51579",2,51,True,True,2025-01-31 21:20:42,0.73,DEV-442,cash,2025-01-31 21:21:22,unsure,Second social ten.,False
2025-06-19 13:45:13,240.3,31,Male,"143 Cuevas Trail
North Teresa, SC 24246",4,64,False,True,2025-06-19 13:45:18,0.95,DEV-442,card,2025-06-19 13:45:27,unsure,Land various write test.,False
2025-01-09 12:58:08,467.27,24,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",1,102,True,True,2025-01-09 12:58:13,0.72,DEV-339,card,2025-01-09 12:59:06,branded,Level matter today.,True
2025-05-31 01:38:28,303.68,39,Other,"143 Cuevas Trail
North Teresa, SC 24246",3,118,False,True,2025-05-31 01:38:33,0.84,DEV-875,gcash,2025-05-31 01:38:48,unbranded,Human development on very thank.,True
2025-02-11 09:06:19,189.41,55,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,227,False,True,2025-02-11 09:06:24,0.84,DEV-223,cash,2025-02-11 09:06:30,branded,Pressure blue reach.,True
2025-02-18 14:59:01,152.23,60,Other,"06285 David Tunnel
South Crystal, WY 51579",4,80,True,True,2025-02-18 14:59:06,0.77,DEV-816,card,2025-02-18 14:59:54,branded,Anyone dream worker action toward.,True
2025-04-16 09:17:33,219.8,57,Other,"06285 David Tunnel
South Crystal, WY 51579",1,260,False,True,2025-04-16 09:17:38,0.72,DEV-942,card,2025-04-16 09:17:45,unbranded,Stop nothing black local later.,False
2025-04-03 12:58:36,319.82,41,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",1,260,False,True,2025-04-03 12:58:41,0.92,DEV-929,gcash,2025-04-03 12:59:33,branded,Ever son unit nothing.,False
2025-06-05 10:38:33,314.58,47,Male,"143 Cuevas Trail
North Teresa, SC 24246",3,104,True,True,2025-06-05 10:38:38,0.7,DEV-249,gcash,2025-06-05 10:39:08,unbranded,Tree particularly year public.,False
2025-06-16 01:54:02,101.15,57,Female,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",1,204,True,True,2025-06-16 01:54:07,1.0,DEV-193,cash,2025-06-16 01:54:45,unsure,Party commercial place owner international group election.,True
2025-05-03 18:13:53,302.36,50,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,172,False,True,2025-05-03 18:13:58,0.77,DEV-707,gcash,2025-05-03 18:14:35,unsure,At local always about me.,True
2025-03-09 19:14:08,231.13,63,Female,"06285 David Tunnel
South Crystal, WY 51579",3,43,False,True,2025-03-09 19:14:13,0.72,DEV-895,gcash,2025-03-09 19:15:08,branded,Area opportunity scientist contain very give.,False
2025-05-01 00:05:49,295.08,37,Female,"37188 Anthony Crossroad
North Kristen, WV 80462",4,279,False,True,2025-05-01 00:05:54,0.73,DEV-213,cash,2025-05-01 00:06:20,unbranded,Magazine party school yet.,False
2025-03-10 16:26:06,322.67,54,Female,"143 Cuevas Trail
North Teresa, SC 24246",3,122,True,True,2025-03-10 16:26:11,0.87,DEV-841,card,2025-03-10 16:26:32,branded,Seat interesting shoulder opportunity standard who.,False
2025-06-09 21:31:57,178.46,57,Male,"143 Cuevas Trail
North Teresa, SC 24246",5,124,False,True,2025-06-09 21:32:02,0.93,DEV-646,card,2025-06-09 21:32:43,unbranded,Who forward born.,True
2025-01-12 20:44:01,122.61,39,Female,"06285 David Tunnel
South Crystal, WY 51579",4,92,True,True,2025-01-12 20:44:06,0.91,DEV-877,card,2025-01-12 20:44:57,branded,Put speech yeah nearly last scientist level.,False
2025-03-30 17:09:48,194.76,27,Male,"143 Cuevas Trail
North Teresa, SC 24246",1,202,False,True,2025-03-30 17:09:53,0.72,DEV-620,gcash,2025-03-30 17:09:58,branded,Thus game often wish.,False
2025-01-07 19:06:43,244.47,23,Other,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",4,196,True,True,2025-01-07 19:06:48,0.82,DEV-653,gcash,2025-01-07 19:07:02,unsure,Herself serve senior.,False
2025-06-07 14:44:53,184.99,50,Other,"06285 David Tunnel
South Crystal, WY 51579",3,204,True,True,2025-06-07 14:44:58,0.96,DEV-292,cash,2025-06-07 14:45:26,branded,Result federal choose seven pretty change meet.,True
2025-05-25 16:21:12,368.67,61,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,97,True,True,2025-05-25 16:21:17,0.96,DEV-774,card,2025-05-25 16:21:38,unsure,Street individual prepare suddenly.,True
2025-04-09 04:36:22,243.44,44,Male,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",2,198,True,True,2025-04-09 04:36:27,0.96,DEV-500,card,2025-04-09 04:36:48,unbranded,Through use theory store cell product range.,False
2025-04-02 01:40:34,413.73,60,Other,"06285 David Tunnel
South Crystal, WY 51579",5,225,True,True,2025-04-02 01:40:39,0.9,DEV-649,cash,2025-04-02 01:41:32,branded,Worker together daughter us mouth check source.,True
2025-01-15 17:31:37,236.16,41,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,233,False,True,2025-01-15 17:31:42,0.8,DEV-317,cash,2025-01-15 17:32:11,unsure,Town sense race right.,True
2025-03-02 23:07:23,457.41,25,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,202,False,True,2025-03-02 23:07:28,0.93,DEV-885,cash,2025-03-02 23:08:13,branded,Mouth per beyond audience culture attorney imagine.,False
2025-02-05 08:52:21,461.0,50,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",4,206,False,True,2025-02-05 08:52:26,0.94,DEV-467,card,2025-02-05 08:53:16,unsure,Case art radio approach democratic action.,False
2025-02-27 04:37:29,117.64,50,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",3,248,True,True,2025-02-27 04:37:34,0.93,DEV-834,gcash,2025-02-27 04:38:09,branded,Defense pass middle.,True
2025-03-08 06:09:46,68.12,28,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",3,284,False,True,2025-03-08 06:09:51,0.96,DEV-100,card,2025-03-08 06:10:23,unbranded,Wall her wall idea.,True
2025-04-09 09:57:31,93.15,25,Male,"143 Cuevas Trail
North Teresa, SC 24246",2,56,False,True,2025-04-09 09:57:36,0.81,DEV-983,gcash,2025-04-09 09:57:40,unsure,History question eye effect impact common.,False
2025-02-19 22:42:10,490.9,61,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",5,201,False,True,2025-02-19 22:42:15,0.97,DEV-164,cash,2025-02-19 22:42:28,unsure,Society development down herself house forward senior.,True
2025-04-06 01:41:48,81.4,30,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",1,270,True,True,2025-04-06 01:41:53,0.98,DEV-426,cash,2025-04-06 01:42:39,unsure,Wind full lay.,False
2025-05-10 14:54:29,479.66,62,Female,"06285 David Tunnel
South Crystal, WY 51579",5,179,True,True,2025-05-10 14:54:34,0.83,DEV-737,gcash,2025-05-10 14:54:50,branded,Central face enjoy drive serious long.,False
2025-01-09 15:08:33,283.88,36,Female,"143 Cuevas Trail
North Teresa, SC 24246",1,44,True,True,2025-01-09 15:08:38,0.96,DEV-607,card,2025-01-09 15:09:12,branded,Many true investment design race serious each room.,False
2025-04-10 02:44:58,69.95,36,Other,"143 Cuevas Trail
North Teresa, SC 24246",1,66,True,True,2025-04-10 02:45:03,0.73,DEV-809,cash,2025-04-10 02:45:13,unsure,Friend on part information employee attack.,False
2025-05-09 10:11:42,337.62,65,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",1,266,True,True,2025-05-09 10:11:47,0.75,DEV-903,card,2025-05-09 10:12:21,unsure,Find determine civil much figure.,False
2025-05-10 03:50:16,495.55,26,Female,"143 Cuevas Trail
North Teresa, SC 24246",5,37,False,True,2025-05-10 03:50:21,0.93,DEV-308,cash,2025-05-10 03:50:43,unsure,Reason central pass increase wonder ground its.,False
2025-01-31 00:24:11,428.53,26,Female,"143 Cuevas Trail
North Teresa, SC 24246",1,156,False,True,2025-01-31 00:24:16,0.94,DEV-529,gcash,2025-01-31 00:24:56,branded,Do certain black learn.,False
2025-03-21 17:43:29,373.06,64,Male,"06285 David Tunnel
South Crystal, WY 51579",4,188,True,True,2025-03-21 17:43:34,0.75,DEV-199,gcash,2025-03-21 17:43:36,unbranded,Difference station wonder offer outside member feeling.,True
2025-03-25 21:11:15,159.51,52,Female,"06285 David Tunnel
South Crystal, WY 51579",5,260,False,True,2025-03-25 21:11:20,0.86,DEV-184,gcash,2025-03-25 21:11:42,unsure,Capital must instead.,True
2025-04-06 11:59:33,400.33,58,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",3,255,True,True,2025-04-06 11:59:38,0.74,DEV-218,card,2025-04-06 12:00:07,unsure,Girl perhaps green whatever individual watch.,False
2025-04-08 21:27:01,255.62,43,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",2,283,True,True,2025-04-08 21:27:06,0.92,DEV-866,gcash,2025-04-08 21:27:02,branded,Partner rule speak including explain.,False
2025-01-21 18:03:44,470.73,29,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",4,208,False,True,2025-01-21 18:03:49,1.0,DEV-181,cash,2025-01-21 18:03:53,unbranded,Watch choose inside dream task admit religious.,False
2025-06-10 06:48:57,114.62,26,Other,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",4,123,True,True,2025-06-10 06:49:02,0.82,DEV-839,gcash,2025-06-10 06:49:57,unbranded,Mrs Congress training son.,True
2025-03-27 18:58:34,354.71,24,Female,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",2,54,True,True,2025-03-27 18:58:39,0.97,DEV-950,cash,2025-03-27 18:59:23,unsure,Loss herself rate stock staff sing national.,False
2025-03-01 20:25:47,176.99,58,Male,"143 Cuevas Trail
North Teresa, SC 24246",5,99,True,True,2025-03-01 20:25:52,0.85,DEV-246,card,2025-03-01 20:25:49,branded,Woman also nothing someone he animal recently.,True
2025-05-29 17:02:42,175.74,53,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",5,46,True,True,2025-05-29 17:02:47,0.75,DEV-734,card,2025-05-29 17:03:31,branded,Value avoid hair operation never card career.,False
2025-01-25 10:13:58,215.22,61,Male,"37188 Anthony Crossroad
North Kristen, WV 80462",3,229,True,True,2025-01-25 10:14:03,0.96,DEV-789,cash,2025-01-25 10:14:38,branded,Half major just while agent need spring.,False
2025-06-17 09:49:31,399.93,45,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,143,False,True,2025-06-17 09:49:36,0.82,DEV-358,cash,2025-06-17 09:49:39,unbranded,Color our college pass couple produce.,False
2025-04-27 02:33:33,406.25,62,Female,"06285 David Tunnel
South Crystal, WY 51579",5,257,False,True,2025-04-27 02:33:38,0.72,DEV-884,gcash,2025-04-27 02:34:08,branded,Build house relationship soon focus wrong.,False
2025-04-16 06:18:55,452.92,53,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",4,86,True,True,2025-04-16 06:19:00,0.97,DEV-292,gcash,2025-04-16 06:19:13,unsure,Themselves cover almost step new end sort.,True
2025-04-14 23:27:06,374.44,33,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",5,272,False,True,2025-04-14 23:27:11,0.74,DEV-109,gcash,2025-04-14 23:27:50,unbranded,Art western them finally easy nature.,False
2025-06-13 13:12:44,334.63,22,Female,"06285 David Tunnel
South Crystal, WY 51579",4,110,False,True,2025-06-13 13:12:49,0.92,DEV-780,gcash,2025-06-13 13:13:28,branded,Military point discover hope push hit time.,False
2025-03-24 20:00:14,188.25,38,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",1,226,False,True,2025-03-24 20:00:19,0.97,DEV-587,cash,2025-03-24 20:01:07,branded,Require ten whose pattern physical benefit way.,False
2025-04-28 02:17:19,167.89,60,Male,"37188 Anthony Crossroad
North Kristen, WV 80462",5,112,False,True,2025-04-28 02:17:24,1.0,DEV-256,gcash,2025-04-28 02:17:30,branded,Large road interesting economic.,False
2025-03-14 10:42:21,436.51,31,Male,"06285 David Tunnel
South Crystal, WY 51579",4,119,False,True,2025-03-14 10:42:26,0.84,DEV-523,card,2025-03-14 10:42:34,branded,Mrs exactly stage police capital growth name program.,False
2025-05-15 13:53:20,352.49,44,Female,"06285 David Tunnel
South Crystal, WY 51579",3,69,True,True,2025-05-15 13:53:25,0.8,DEV-904,card,2025-05-15 13:54:13,unbranded,Site fish seek.,False
2025-01-03 00:18:56,292.04,63,Male,"143 Cuevas Trail
North Teresa, SC 24246",3,139,False,True,2025-01-03 00:19:01,0.88,DEV-585,gcash,2025-01-03 00:19:26,unbranded,Thousand memory better.,True
2025-02-04 20:11:08,468.31,49,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",5,241,True,True,2025-02-04 20:11:13,0.7,DEV-600,gcash,2025-02-04 20:11:10,unsure,Show leader left father door.,False
2025-04-07 13:25:34,120.31,25,Male,"37188 Anthony Crossroad
North Kristen, WV 80462",5,30,True,True,2025-04-07 13:25:39,0.71,DEV-515,gcash,2025-04-07 13:26:32,branded,Majority up individual card myself hundred.,False
2025-02-08 23:31:46,427.72,19,Male,"06285 David Tunnel
South Crystal, WY 51579",4,93,False,True,2025-02-08 23:31:51,0.96,DEV-266,gcash,2025-02-08 23:32:33,branded,Size paper situation thing store.,False
2025-05-11 20:48:56,479.57,32,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",4,203,True,True,2025-05-11 20:49:01,0.96,DEV-213,gcash,2025-05-11 20:49:29,unbranded,During ground stock population.,True
2025-01-20 07:54:06,338.73,24,Male,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",2,287,False,True,2025-01-20 07:54:11,0.77,DEV-289,cash,2025-01-20 07:54:40,branded,Huge usually stand send one people.,True
2025-03-27 20:00:05,469.66,34,Male,"06285 David Tunnel
South Crystal, WY 51579",5,200,False,True,2025-03-27 20:00:10,0.96,DEV-301,card,2025-03-27 20:00:44,unbranded,Window president later test.,True
2025-01-07 04:46:13,281.83,60,Other,"06285 David Tunnel
South Crystal, WY 51579",5,94,True,True,2025-01-07 04:46:18,0.85,DEV-997,gcash,2025-01-07 04:46:14,unbranded,Production strong production management.,True
2025-05-11 14:42:56,384.74,49,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,40,True,True,2025-05-11 14:43:01,0.83,DEV-367,gcash,2025-05-11 14:43:45,unbranded,Building similar step else personal situation.,True
2025-01-21 20:49:56,116.96,58,Female,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",4,151,True,True,2025-01-21 20:50:01,0.99,DEV-165,gcash,2025-01-21 20:50:41,unsure,Manage woman see.,False
2025-02-05 20:40:14,364.39,39,Other,"37188 Anthony Crossroad
North Kristen, WV 80462",1,176,False,True,2025-02-05 20:40:19,0.96,DEV-928,cash,2025-02-05 20:40:26,branded,Course morning matter clearly analysis plan then.,True
2025-04-24 09:44:05,218.73,56,Male,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",3,259,True,True,2025-04-24 09:44:10,0.93,DEV-437,cash,2025-04-24 09:44:35,unbranded,According century thank three kitchen sound these.,False
2025-03-16 21:50:13,262.71,28,Female,"37188 Anthony Crossroad
North Kristen, WV 80462",4,46,True,True,2025-03-16 21:50:18,0.95,DEV-823,card,2025-03-16 21:50:44,unsure,Project travel and.,False
2025-05-02 06:21:14,68.66,25,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",1,279,True,True,2025-05-02 06:21:19,0.91,DEV-475,card,2025-05-02 06:22:04,unbranded,Open rather no scene course threat.,False
2025-02-24 02:58:54,306.52,24,Female,"06285 David Tunnel
South Crystal, WY 51579",5,169,False,True,2025-02-24 02:58:59,0.71,DEV-264,card,2025-02-24 02:59:21,unbranded,Effect third fight least head thank respond each.,True
2025-02-07 11:36:35,152.86,28,Other,"06285 David Tunnel
South Crystal, WY 51579",2,121,True,True,2025-02-07 11:36:40,0.73,DEV-355,cash,2025-02-07 11:37:12,unsure,Mouth standard develop image hour fly.,False
2025-04-04 22:57:23,298.7,53,Female,"143 Cuevas Trail
North Teresa, SC 24246",1,80,False,True,2025-04-04 22:57:28,1.0,DEV-438,gcash,2025-04-04 22:57:33,unbranded,Meet difficult put deal budget option.,True
2025-06-09 09:21:39,398.98,56,Male,"06285 David Tunnel
South Crystal, WY 51579",3,263,False,True,2025-06-09 09:21:44,0.88,DEV-547,card,2025-06-09 09:22:25,branded,Finally eight individual entire.,True
2025-05-16 23:01:57,54.33,57,Female,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",5,203,False,True,2025-05-16 23:02:02,0.74,DEV-780,card,2025-05-16 23:02:16,unbranded,Focus within support.,False
2025-05-16 07:39:16,308.22,35,Female,"143 Cuevas Trail
North Teresa, SC 24246",2,120,False,True,2025-05-16 07:39:21,0.86,DEV-195,cash,2025-05-16 07:40:06,unbranded,Result really listen doctor.,False
2025-03-03 03:34:25,337.0,64,Other,"06285 David Tunnel
South Crystal, WY 51579",4,240,True,True,2025-03-03 03:34:30,0.98,DEV-244,card,2025-03-03 03:35:10,unsure,Main investment big green.,True
2025-04-17 15:36:47,499.8,24,Female,"06285 David Tunnel
South Crystal, WY 51579",1,129,True,True,2025-04-17 15:36:52,0.82,DEV-244,cash,2025-04-17 15:36:50,branded,Federal treatment body together.,False
2025-03-19 15:11:54,169.36,24,Female,"37188 Anthony Crossroad
North Kristen, WV 80462",1,215,False,True,2025-03-19 15:11:59,0.77,DEV-976,gcash,2025-03-19 15:12:00,unsure,Moment physical wait husband poor student.,True
2025-03-19 14:24:33,103.57,30,Male,"06285 David Tunnel
South Crystal, WY 51579",2,285,True,True,2025-03-19 14:24:38,0.71,DEV-418,card,2025-03-19 14:25:15,unsure,Capital above six too after produce.,True
2025-02-12 16:26:33,269.29,48,Male,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",3,218,True,True,2025-02-12 16:26:38,0.8,DEV-407,card,2025-02-12 16:26:39,unbranded,Event more window simple within.,False
2025-02-08 17:08:12,460.42,52,Female,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",2,212,True,True,2025-02-08 17:08:17,0.91,DEV-283,gcash,2025-02-08 17:08:33,unbranded,Do generation station section point total.,False
2025-01-27 20:38:44,361.39,54,Female,"06285 David Tunnel
South Crystal, WY 51579",5,290,True,True,2025-01-27 20:38:49,0.76,DEV-318,cash,2025-01-27 20:38:50,branded,Former between dog general word home tell.,False
2025-03-23 12:28:37,353.64,21,Other,"9169 Crystal Haven Apt. 578
Thomasbury, MI 40566",2,195,True,True,2025-03-23 12:28:42,0.87,DEV-518,card,2025-03-23 12:29:35,unbranded,Crime easy effort art set dream.,True
2025-01-15 18:31:27,83.31,53,Other,"143 Cuevas Trail
North Teresa, SC 24246",2,105,False,True,2025-01-15 18:31:32,0.81,DEV-555,gcash,2025-01-15 18:31:46,branded,Write perform far actually forget degree quite.,True
2025-04-19 10:54:16,379.61,51,Other,"06285 David Tunnel
South Crystal, WY 51579",5,146,False,True,2025-04-19 10:54:21,0.97,DEV-978,cash,2025-04-19 10:55:06,unsure,Test newspaper wind friend now western exactly.,False
2025-01-08 04:32:54,219.11,45,Other,"143 Cuevas Trail
North Teresa, SC 24246",1,79,True,True,2025-01-08 04:32:59,0.98,DEV-391,gcash,2025-01-08 04:33:39,unbranded,International clear though increase put pass.,True
2025-01-17 09:23:53,94.01,27,Other,"143 Cuevas Trail
North Teresa, SC 24246",4,48,False,True,2025-01-17 09:23:58,0.84,DEV-493,cash,2025-01-17 09:24:50,unsure,Look husband good quickly magazine development girl.,False
2025-06-10 04:22:26,325.12,30,Female,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",1,241,False,True,2025-06-10 04:22:31,0.91,DEV-173,gcash,2025-06-10 04:23:17,branded,Pull behind spring glass.,False
2025-06-01 20:44:55,308.81,35,Male,"143 Cuevas Trail
North Teresa, SC 24246",4,104,False,True,2025-06-01 20:45:00,0.93,DEV-590,gcash,2025-06-01 20:45:44,unsure,Travel behavior kind return true.,False
2025-03-09 00:36:23,256.35,61,Other,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",1,291,False,True,2025-03-09 00:36:28,0.8,DEV-421,gcash,2025-03-09 00:36:49,unbranded,Financial structure national husband.,True
2025-03-19 14:00:29,55.62,32,Female,"06285 David Tunnel
South Crystal, WY 51579",2,190,True,True,2025-03-19 14:00:34,0.9,DEV-937,cash,2025-03-19 14:01:16,branded,Just its box type.,False
2025-03-21 15:47:32,163.55,36,Female,"143 Cuevas Trail
North Teresa, SC 24246",2,182,True,True,2025-03-21 15:47:37,0.79,DEV-428,card,2025-03-21 15:47:44,unsure,Return teach mean like common really animal.,False
2025-05-20 17:44:17,66.14,47,Male,"143 Cuevas Trail
North Teresa, SC 24246",5,83,False,True,2025-05-20 17:44:22,0.97,DEV-309,cash,2025-05-20 17:44:23,branded,Available smile learn despite brother art.,False
2025-01-29 00:00:17,175.6,49,Other,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",1,124,False,True,2025-01-29 00:00:22,0.82,DEV-394,cash,2025-01-29 00:01:11,unbranded,Left perform goal system morning president drug.,False
2025-01-23 21:50:19,441.63,37,Female,"11557 Christopher Branch Apt. 678
Elizabethside, IA 03535",3,231,True,True,2025-01-23 21:50:24,0.81,DEV-552,gcash,2025-01-23 21:50:44,unsure,Image dinner computer discussion side pull meet.,True
