id,created_at,store_id,brand_id,category,amount
528ee6cd,2025-06-16T04:10:00,4,50,Snacks,182.6
c6c515eb,2025-05-05T07:35:00,10,1,Snacks,88.63
cde617ce,2025-05-24T03:53:00,3,23,Bakery,54.16
4476b716,2025-06-28T23:08:00,1,26,Bakery,42.51
063ef2b2,2025-05-27T21:27:00,9,5,Snacks,50.07
e14e7e7e,2025-05-19T00:32:00,6,43,Bakery,11.2
a482013e,2025-06-10T10:21:00,2,16,Frozen,134.5
43efa641,2025-06-21T00:27:00,3,10,Frozen,241.22
aa3cee07,2025-05-06T11:53:00,2,44,Beverages,105.43
5143a181,2025-06-18T23:08:00,1,40,Snacks,182.4
7e8524d7,2025-05-30T14:40:00,6,3,Snacks,225.87
fdd3a7c4,2025-05-22T14:26:00,1,25,Beverages,142.86
b7a52092,2025-06-05T14:33:00,10,8,Snacks,191.73
c3d54f50,2025-05-04T12:53:00,10,35,Beverages,9.85
70585b93,2025-06-13T16:46:00,10,42,Bakery,74.2
72a94ac6,2025-06-26T09:46:00,7,29,Snacks,172.31
0bbb756e,2025-06-26T02:15:00,5,23,Bakery,122.39
dc62091b,2025-05-15T06:32:00,8,35,Dairy,59.84
1af46b97,2025-05-27T10:39:00,3,25,Dairy,221.07
f1af63b8,2025-06-03T20:04:00,1,28,Dairy,40.28
272e5b10,2025-06-12T04:44:00,7,46,Frozen,213.66
68905e08,2025-06-06T22:41:00,3,41,Dairy,55.98
67323727,2025-06-07T06:28:00,7,27,Bakery,184.7
3ea69a8d,2025-06-10T17:41:00,7,30,Dairy,87.76
cfeea06a,2025-06-06T15:22:00,3,47,Frozen,55.45
a24c8022,2025-05-21T01:57:00,4,37,Snacks,237.26
2af86ef0,2025-06-26T15:57:00,6,30,Frozen,216.3
6c7a6274,2025-06-07T11:44:00,6,42,Dairy,57.31
40946c7b,2025-05-14T04:44:00,8,7,Frozen,164.8
febe726c,2025-05-28T16:03:00,10,27,Beverages,53.86
9457dfed,2025-06-01T01:40:00,9,11,Bakery,234.59
39b6588a,2025-06-09T15:14:00,3,29,Beverages,175.02
330532ba,2025-06-05T11:09:00,10,43,Snacks,71.96
bfc272cf,2025-06-21T14:41:00,3,42,Bakery,145.89
eba990e4,2025-05-19T08:07:00,3,27,Dairy,119.8
16ec0c7e,2025-05-13T05:12:00,8,21,Frozen,233.59
5e600ae0,2025-06-26T01:38:00,9,48,Beverages,170.67
fc1deb3c,2025-05-07T06:46:00,2,2,Beverages,230.44
b28ee2fe,2025-05-06T03:14:00,6,6,Dairy,233.23
87031a56,2025-06-02T19:12:00,4,48,Snacks,239.7
41ef2f7c,2025-05-29T07:52:00,2,24,Frozen,227.77
8ced1789,2025-06-23T10:33:00,8,31,Dairy,177.38
3d92f2c1,2025-05-27T16:56:00,5,7,Frozen,44.15
40828d78,2025-05-15T04:05:00,3,27,Beverages,135.41
89bc8746,2025-06-26T14:40:00,7,11,Frozen,140.32
f4dd6e9a,2025-06-13T01:47:00,5,45,Snacks,244.15
7dd01b78,2025-05-14T16:21:00,8,7,Beverages,38.22
0c8f14e9,2025-06-05T00:11:00,8,25,Bakery,46.76
d7356dd4,2025-05-03T03:35:00,10,45,Dairy,233.08
7a2b83d2,2025-06-23T13:42:00,10,12,Bakery,224.03
a4eed70a,2025-06-15T02:16:00,10,23,Dairy,247.01
013bebca,2025-06-04T00:12:00,2,12,Snacks,157.89
e6e4de60,2025-06-06T03:52:00,3,8,Snacks,240.59
3b3dd8ac,2025-05-30T12:34:00,5,46,Beverages,91.9
397bea23,2025-06-15T08:47:00,1,40,Frozen,107.35
f0ebc71e,2025-05-16T17:19:00,6,17,Snacks,130.79
d7c0f937,2025-06-17T16:54:00,1,32,Dairy,226.93
fd71c6ee,2025-05-06T01:37:00,4,45,Dairy,69.46
ef042be7,2025-06-09T17:47:00,6,3,Dairy,188.75
2490d1a7,2025-06-30T02:34:00,8,43,Beverages,86.57
a948e6c7,2025-05-04T04:32:00,3,40,Beverages,184.99
e8aae087,2025-05-03T01:58:00,5,25,Snacks,226.61
0d141f3a,2025-06-04T22:09:00,7,3,Dairy,175.73
cd9fab91,2025-05-31T21:12:00,6,33,Bakery,104.76
bd9d39ac,2025-06-01T11:23:00,3,23,Dairy,140.33
3996c8fa,2025-06-14T19:51:00,5,18,Beverages,228.77
f630e63a,2025-05-09T01:14:00,6,33,Beverages,10.64
9864f1bd,2025-05-13T00:46:00,2,16,Beverages,48.39
2f900ea6,2025-05-07T05:54:00,3,37,Snacks,195.82
a60413ec,2025-05-08T04:44:00,1,47,Beverages,185.44
a9bb9f0c,2025-06-01T09:13:00,10,5,Snacks,147.77
d7545852,2025-06-12T06:33:00,6,43,Beverages,155.08
57836a95,2025-05-06T10:41:00,3,13,Beverages,50.47
f8ef1dd0,2025-05-09T16:04:00,1,28,Snacks,56.5
4f808cf0,2025-05-08T13:28:00,7,21,Frozen,52.2
0b1673de,2025-05-19T07:00:00,8,39,Snacks,119.96
590c988a,2025-06-24T04:49:00,1,29,Snacks,129.36
2429fdde,2025-05-08T13:47:00,3,13,Dairy,40.25
02f3c5a2,2025-06-19T16:00:00,10,13,Beverages,177.2
8e08a4d8,2025-05-08T05:32:00,4,12,Dairy,190.29
891c5953,2025-05-22T01:27:00,3,26,Frozen,77.7
528d36b5,2025-06-07T20:38:00,9,41,Dairy,58.47
57a19f39,2025-05-24T04:12:00,6,48,Snacks,134.98
9170323c,2025-06-29T22:31:00,5,19,Snacks,20.84
9f018577,2025-05-07T01:09:00,8,23,Beverages,156.86
f255fa4a,2025-06-09T11:33:00,2,44,Bakery,7.94
40cc6d74,2025-05-09T08:44:00,6,38,Dairy,176.03
e595a6f2,2025-06-25T10:44:00,2,37,Dairy,183.15
ccafe174,2025-05-30T09:00:00,8,23,Bakery,95.76
476aa639,2025-05-28T15:53:00,8,21,Frozen,249.78
e7b0d404,2025-05-18T15:41:00,4,38,Snacks,15.46
8f304e7a,2025-06-02T10:54:00,7,30,Bakery,84.47
f1a4f1d3,2025-06-07T00:53:00,8,30,Bakery,42.41
075e8fc3,2025-06-05T10:16:00,7,2,Snacks,198.12
e761b9a8,2025-06-05T01:18:00,3,26,Dairy,8.42
09da5290,2025-05-17T01:26:00,3,38,Snacks,58.16
9d133159,2025-05-02T19:48:00,7,31,Snacks,71.37
a8e41887,2025-05-19T08:00:00,1,32,Bakery,43.79
6ab16d99,2025-06-20T08:01:00,5,15,Snacks,124.2
b0398934,2025-06-15T18:22:00,7,28,Snacks,124.4
7d5780fb,2025-05-06T18:32:00,6,7,Beverages,238.47
54a96e75,2025-06-13T17:22:00,10,19,Snacks,62.61
def7f5b8,2025-06-15T07:39:00,4,27,Bakery,8.18
18b7e3f9,2025-05-29T08:51:00,3,22,Dairy,172.59
5ce93fc9,2025-06-09T09:09:00,10,8,Frozen,36.71
3f57bfcd,2025-05-26T23:48:00,6,47,Dairy,202.75
3fc2ba88,2025-05-12T23:54:00,6,37,Bakery,20.47
c7addb26,2025-06-11T00:39:00,6,27,Snacks,56.32
25a4f13f,2025-05-31T00:35:00,4,21,Bakery,197.77
1e59c9ea,2025-06-20T20:24:00,6,37,Dairy,176.09
62c65421,2025-05-12T21:43:00,6,41,Frozen,242.93
66af9328,2025-05-22T04:05:00,10,40,Snacks,204.26
162c3141,2025-05-24T00:09:00,8,37,Bakery,223.19
ec022260,2025-05-29T20:45:00,9,7,Bakery,188.8
7aaa7869,2025-06-27T02:17:00,6,6,Frozen,125.28
fb81878a,2025-06-25T04:23:00,5,5,Bakery,100.45
7ce5522a,2025-05-18T22:00:00,5,46,Snacks,94.13
58b297ff,2025-05-06T16:56:00,8,16,Snacks,160.1
5b9e70df,2025-05-31T02:48:00,6,40,Bakery,142.66
d305fef0,2025-05-26T03:50:00,6,32,Dairy,153.17
be5fb194,2025-06-19T03:35:00,4,42,Snacks,239.64
1ef68697,2025-06-24T17:26:00,10,8,Dairy,184.69
68be7ca2,2025-05-19T01:51:00,9,33,Dairy,65.82
fba4a73f,2025-06-04T13:24:00,7,45,Beverages,78.05
99bfbb79,2025-05-19T22:10:00,3,19,Beverages,12.06
573ddfc1,2025-06-28T22:48:00,7,6,Dairy,118.91
b6c8e057,2025-05-14T18:28:00,8,41,Bakery,141.04
3c471990,2025-06-24T09:16:00,8,49,Dairy,31.4
38e8985f,2025-05-26T05:35:00,8,18,Snacks,178.04
9329c590,2025-06-11T14:19:00,5,11,Frozen,36.49
7fc6b385,2025-05-02T21:02:00,2,4,Dairy,140.38
02ee1e43,2025-06-03T21:42:00,3,21,Bakery,139.78
1011adf6,2025-06-27T13:49:00,7,42,Dairy,101.91
9c01a3c8,2025-05-31T01:29:00,10,49,Beverages,162.69
e4d0385f,2025-05-30T19:49:00,10,49,Frozen,14.65
7472c476,2025-06-16T21:50:00,1,47,Snacks,126.69
fc5d8251,2025-05-07T12:19:00,3,10,Beverages,133.08
3e0fd06d,2025-05-22T17:23:00,2,49,Dairy,243.22
6f3351a2,2025-06-01T02:43:00,2,27,Dairy,188.96
5aaf2073,2025-06-15T03:47:00,7,35,Beverages,133.55
e59bbef3,2025-06-28T18:04:00,7,45,Snacks,139.28
be6bc566,2025-05-09T11:27:00,4,29,Snacks,33.24
5f6b01e7,2025-05-25T01:37:00,4,16,Beverages,162.97
e715f2d9,2025-06-21T02:16:00,1,4,Snacks,122.28
c248eafa,2025-05-05T04:08:00,4,49,Snacks,237.74
1ec92bee,2025-05-13T20:45:00,9,21,Dairy,99.94
1d7f81e2,2025-06-28T01:42:00,7,2,Frozen,192.56
41dbcc89,2025-06-15T03:17:00,1,43,Bakery,139.76
643feaff,2025-05-04T23:39:00,4,38,Beverages,56.16
7ce1fe53,2025-06-23T09:00:00,8,1,Dairy,176.95
50585509,2025-06-23T06:29:00,6,33,Snacks,102.31
dc411a9f,2025-05-15T04:36:00,9,1,Frozen,73.95
d54b6808,2025-06-20T23:10:00,6,33,Bakery,44.17
82828399,2025-05-19T16:22:00,10,17,Dairy,52.96
18fb8ff3,2025-05-25T00:43:00,7,8,Dairy,115.65
b6f2159a,2025-06-10T21:18:00,10,42,Frozen,193.65
2e84ba91,2025-05-19T22:56:00,3,8,Beverages,99.93
8630e1ac,2025-05-11T01:09:00,4,13,Frozen,185.25
37f41610,2025-05-28T12:19:00,4,38,Dairy,93.43
f61a11c1,2025-05-06T06:46:00,4,37,Dairy,58.12
c8a090c3,2025-05-03T12:01:00,5,1,Snacks,208.25
378179fc,2025-05-31T17:29:00,4,32,Bakery,181.39
1f07be9d,2025-06-12T00:15:00,7,39,Snacks,230.6
c4bdd3b2,2025-06-14T00:57:00,9,39,Dairy,199.78
808ceefd,2025-05-23T22:53:00,2,40,Beverages,221.68
b9055843,2025-05-04T04:09:00,10,4,Beverages,236.96
54f418cc,2025-05-01T08:01:00,5,29,Bakery,183.54
dc165f96,2025-05-15T20:24:00,2,4,Dairy,57.75
5ccb1a62,2025-05-18T16:46:00,7,48,Dairy,23.64
a2e44390,2025-06-08T08:00:00,1,20,Beverages,225.14
a5f84a32,2025-05-28T19:50:00,3,17,Bakery,232.88
29dd2d61,2025-05-19T23:05:00,2,41,Beverages,220.67
2f8d5041,2025-06-13T16:56:00,3,1,Beverages,26.09
96029c05,2025-05-22T16:56:00,8,38,Frozen,71.92
f5078f00,2025-05-03T09:16:00,10,31,Beverages,184.2
09d0a9e8,2025-05-15T06:52:00,4,5,Bakery,171.11
b249dcc6,2025-05-04T01:18:00,1,32,Bakery,208.46
5317e1a1,2025-06-07T20:57:00,3,1,Frozen,224.86
83ede73c,2025-06-30T02:23:00,2,50,Dairy,178.93
b157aa10,2025-06-13T22:45:00,4,18,Beverages,169.45
d72c0259,2025-05-18T10:50:00,4,45,Bakery,203.54
c905d8b7,2025-06-29T12:20:00,1,37,Bakery,141.94
20968d26,2025-06-14T19:12:00,4,46,Beverages,75.2
adf89a9a,2025-05-09T09:08:00,10,24,Bakery,206.07
87a84786,2025-06-19T21:40:00,3,24,Dairy,182.92
8d839375,2025-06-19T13:19:00,3,21,Dairy,104.72
b8fa4bd4,2025-06-23T03:29:00,7,24,Bakery,245.96
310b9957,2025-05-27T22:51:00,3,44,Bakery,170.55
e3e3ac90,2025-06-07T10:54:00,6,28,Beverages,152.53
36713978,2025-05-13T20:40:00,6,23,Bakery,115.44
abddc171,2025-06-19T09:55:00,3,3,Dairy,129.06
54338b29,2025-06-27T05:28:00,3,39,Dairy,137.35
c0b233ed,2025-05-15T20:16:00,10,9,Snacks,207.05
e46d55c3,2025-06-06T09:50:00,2,27,Beverages,247.67
237421d6,2025-06-19T20:22:00,1,34,Beverages,145.99
3f5e1e05,2025-05-24T12:26:00,9,43,Snacks,186.23
c60a28a4,2025-05-31T19:35:00,8,8,Dairy,184.3
a58b04a5,2025-06-04T07:32:00,9,26,Frozen,165.94
7999f49e,2025-06-06T02:05:00,4,37,Dairy,188.71
0732a3b2,2025-05-11T00:29:00,4,41,Bakery,43.15
dbdb600b,2025-05-18T11:24:00,1,33,Beverages,126.32
0661fedd,2025-05-07T21:44:00,5,16,Bakery,79.2
cecbd910,2025-05-20T09:06:00,9,41,Beverages,238.13
f86929c9,2025-05-18T17:15:00,1,2,Beverages,77.47
27d334de,2025-05-20T04:23:00,3,50,Beverages,21.42
6008fde8,2025-06-11T12:43:00,2,28,Dairy,167.09
19f6bd6f,2025-05-02T07:05:00,10,20,Dairy,100.0
b9193ff0,2025-05-20T07:21:00,5,28,Frozen,149.47
6d06a2a2,2025-06-13T21:10:00,10,38,Beverages,171.38
56cc1d2e,2025-05-04T04:51:00,8,21,Dairy,12.6
8dfc18b6,2025-06-13T10:35:00,7,49,Frozen,193.6
d237ebd7,2025-06-08T19:24:00,10,40,Dairy,237.53
6035bba9,2025-06-14T23:05:00,1,25,Beverages,240.88
51586168,2025-05-09T05:40:00,8,17,Frozen,27.55
2cb81f3d,2025-05-23T16:03:00,2,30,Bakery,188.52
733cb29c,2025-05-23T07:17:00,10,31,Beverages,84.1
2ebc1ef4,2025-06-20T15:13:00,8,14,Frozen,105.6
b68a03d5,2025-05-02T06:29:00,3,38,Beverages,234.21
8fcef6fb,2025-06-10T18:52:00,2,33,Snacks,118.48
514a23e6,2025-06-21T18:22:00,7,35,Beverages,67.04
6a926e27,2025-05-12T01:03:00,9,32,Snacks,226.05
5553b871,2025-05-28T00:55:00,3,3,Dairy,152.27
597ec657,2025-06-09T04:12:00,2,44,Snacks,242.3
e89c34f7,2025-05-08T07:49:00,4,31,Bakery,66.02
d0a3d87e,2025-06-05T14:04:00,3,50,Bakery,15.75
6ea1ba7d,2025-05-17T23:03:00,4,22,Frozen,212.16
d67b1ab0,2025-05-22T03:40:00,8,45,Beverages,29.88
5d65ae02,2025-05-14T00:05:00,3,48,Frozen,142.88
3705ca2e,2025-06-10T05:02:00,8,24,Bakery,10.03
f1c43074,2025-06-18T03:15:00,6,41,Frozen,31.05
064bc045,2025-06-13T10:43:00,1,18,Bakery,141.53
c8522ffc,2025-06-08T18:25:00,2,5,Beverages,69.38
0dec01a7,2025-06-02T21:16:00,8,26,Frozen,230.22
50338802,2025-05-13T20:25:00,2,2,Snacks,26.16
c4a69500,2025-05-18T08:03:00,4,29,Frozen,96.46
b6bdae01,2025-05-25T06:32:00,8,5,Snacks,147.62
d9652789,2025-05-11T21:04:00,9,3,Snacks,54.6
dd6fd13d,2025-05-28T16:06:00,3,48,Bakery,7.74
596e5ade,2025-05-06T19:03:00,9,1,Beverages,133.52
6c2a1cdf,2025-05-25T12:50:00,10,34,Beverages,79.32
93d62203,2025-05-13T19:24:00,6,16,Bakery,201.3
a3cdfae1,2025-05-18T12:08:00,8,31,Bakery,57.46
eb6fc2bf,2025-05-17T00:39:00,7,36,Frozen,215.38
45de2e4e,2025-05-07T18:55:00,3,43,Snacks,215.17
f793e926,2025-05-14T13:38:00,2,31,Frozen,247.52
e5e8d649,2025-05-07T22:34:00,10,11,Snacks,158.6
ab0d353c,2025-06-07T23:19:00,6,15,Dairy,104.57
12074731,2025-06-09T15:26:00,1,21,Bakery,11.78
dd9d7cde,2025-06-04T08:19:00,7,29,Frozen,209.91
a2f65961,2025-05-21T18:54:00,3,31,Frozen,237.6
49720664,2025-06-16T17:07:00,7,42,Snacks,64.13
998dc63c,2025-06-17T18:42:00,5,32,Beverages,111.02
ac2e76b8,2025-05-04T03:31:00,7,5,Frozen,25.79
b47cf3e4,2025-05-14T13:59:00,1,24,Dairy,101.35
6af9b8b3,2025-06-12T14:43:00,6,20,Frozen,153.3
fdb7aaf0,2025-05-29T09:08:00,8,33,Bakery,99.59
ae1b593d,2025-06-23T23:54:00,9,44,Frozen,151.84
7de2e8e3,2025-06-22T13:53:00,3,31,Dairy,27.29
f83c1193,2025-06-14T21:42:00,6,35,Frozen,156.01
76ab19be,2025-05-07T01:28:00,5,41,Dairy,233.87
4e80a4b8,2025-05-27T15:12:00,10,33,Snacks,81.7
d63cbfc2,2025-05-30T20:08:00,4,37,Snacks,90.39
a120b84e,2025-05-29T05:13:00,4,22,Frozen,170.64
aad4c24c,2025-05-26T16:26:00,5,39,Bakery,169.07
87b88dce,2025-05-18T11:27:00,10,9,Dairy,51.54
5e857a96,2025-06-03T05:40:00,9,36,Dairy,55.09
03a726f8,2025-06-12T10:45:00,10,34,Snacks,33.72
f9138d91,2025-05-27T20:42:00,4,14,Frozen,198.54
b4824f5a,2025-06-01T01:00:00,3,42,Bakery,96.87
789910ef,2025-06-05T23:31:00,8,46,Dairy,233.46
dd2f8630,2025-06-12T02:52:00,9,22,Snacks,67.41
51a0f9a3,2025-05-07T21:23:00,5,8,Bakery,204.21
e9f957d9,2025-06-06T02:41:00,1,5,Snacks,203.94
7d6620e8,2025-05-24T12:38:00,8,30,Frozen,147.98
df8e776c,2025-05-26T13:18:00,9,37,Bakery,53.8
adddbb41,2025-05-05T23:23:00,7,41,Bakery,150.84
d4ab4fb3,2025-06-13T16:38:00,7,25,Dairy,34.26
df9c6e7c,2025-05-17T19:37:00,2,24,Beverages,15.05
5f0e6317,2025-05-07T17:31:00,5,7,Frozen,136.13
e49c229f,2025-05-12T22:21:00,2,48,Bakery,55.2
e74c08e4,2025-06-21T21:41:00,1,1,Beverages,87.71
1088d9a6,2025-06-27T03:56:00,5,19,Bakery,63.97
dac4d346,2025-05-21T09:33:00,10,39,Frozen,189.17
9358db3b,2025-06-20T15:12:00,6,16,Snacks,10.62
4ceab4af,2025-06-23T12:01:00,6,49,Snacks,47.1
e323c35a,2025-06-05T05:16:00,4,35,Frozen,9.27
78eb6dd0,2025-05-15T22:23:00,2,37,Frozen,244.77
278304f6,2025-05-25T21:13:00,8,8,Beverages,65.32
8e2952c7,2025-06-07T07:47:00,4,16,Bakery,154.35
13674be3,2025-05-17T03:06:00,4,18,Beverages,5.78
219cdef0,2025-05-29T09:54:00,7,38,Frozen,213.15
ce7a46e9,2025-06-10T22:39:00,4,15,Beverages,212.58
c53a5af5,2025-06-07T12:27:00,8,29,Snacks,186.1
0ad8ddbf,2025-06-05T07:53:00,10,49,Bakery,10.64
8a8473da,2025-05-26T01:35:00,4,44,Bakery,111.98
2da9065e,2025-06-18T00:33:00,6,21,Beverages,127.26
07c34159,2025-06-26T08:52:00,7,29,Frozen,55.34
ce4a6ae1,2025-05-14T11:41:00,2,39,Bakery,46.25
27bd0e9a,2025-06-07T02:33:00,4,14,Dairy,91.55
9ed4956b,2025-05-26T06:52:00,4,46,Dairy,225.12
65286b01,2025-06-04T20:54:00,10,31,Beverages,173.19
f34c5ca1,2025-06-21T14:34:00,4,42,Beverages,115.8
307fef7e,2025-05-03T07:47:00,7,37,Dairy,93.08
701887d4,2025-05-03T04:46:00,8,28,Bakery,227.75
0f9de1b2,2025-05-09T11:25:00,7,17,Dairy,61.0
46a17617,2025-06-03T16:50:00,5,31,Snacks,46.29
ac76d7f2,2025-06-23T15:01:00,9,39,Frozen,203.48
295bfa9c,2025-05-04T15:17:00,7,24,Beverages,191.37
4e3e76d6,2025-05-09T12:32:00,3,6,Frozen,175.35
ad416ff7,2025-05-05T21:22:00,5,6,Frozen,233.34
feb45b03,2025-06-11T13:48:00,3,19,Snacks,215.33
312272c3,2025-05-26T16:25:00,3,15,Bakery,81.34
e4777d6c,2025-06-17T17:04:00,2,15,Beverages,157.13
a2c82d41,2025-06-22T10:53:00,3,19,Frozen,120.21
02d301c0,2025-06-08T20:38:00,3,16,Beverages,202.89
9f4fbbec,2025-05-19T02:49:00,10,46,Beverages,21.51
e3cabd3b,2025-05-10T13:45:00,5,12,Frozen,35.41
b4404f13,2025-06-12T10:25:00,9,49,Dairy,182.19
896220bd,2025-05-15T05:37:00,9,12,Snacks,197.79
bf0a04aa,2025-05-30T23:01:00,3,50,Dairy,130.75
14cd4c08,2025-05-03T05:15:00,9,33,Beverages,101.48
8cf5b899,2025-05-16T12:49:00,1,31,Snacks,212.4
319b8cdd,2025-05-23T08:29:00,10,24,Frozen,196.87
df5cf1cb,2025-06-12T10:08:00,4,30,Snacks,179.0
a8cf5cb4,2025-05-23T22:14:00,3,41,Frozen,189.86
a57ee58d,2025-05-07T10:31:00,7,9,Beverages,75.36
1194903a,2025-06-18T11:23:00,8,44,Bakery,139.83
a83dd6f8,2025-06-07T02:19:00,9,30,Frozen,91.71
023449f8,2025-06-25T10:46:00,10,46,Bakery,189.15
c0cb688b,2025-06-17T23:32:00,7,11,Frozen,215.19
30d8bea7,2025-05-12T19:46:00,1,14,Beverages,151.95
53021236,2025-06-03T18:49:00,5,8,Frozen,226.52
3fc8cfa6,2025-06-05T03:44:00,7,20,Dairy,10.85
360985fa,2025-06-14T16:21:00,4,49,Beverages,57.81
c7103e5b,2025-06-28T10:43:00,3,29,Frozen,198.68
bd0cca3b,2025-05-14T01:29:00,5,26,Snacks,39.87
d54e280c,2025-05-22T00:02:00,8,17,Bakery,102.81
eee35b19,2025-06-12T16:15:00,6,14,Bakery,36.95
e8e5d611,2025-05-06T00:10:00,4,10,Beverages,77.38
66bc0311,2025-05-06T04:02:00,6,30,Bakery,222.33
119464a5,2025-06-09T18:44:00,2,39,Dairy,91.92
e03e994f,2025-06-16T23:42:00,9,31,Beverages,233.82
d0daa547,2025-06-13T23:23:00,2,23,Dairy,52.4
0c6d3fbc,2025-06-16T10:56:00,3,1,Beverages,40.76
6f11f13c,2025-06-21T10:48:00,5,4,Beverages,129.83
ad42e51d,2025-06-27T17:43:00,9,24,Beverages,114.85
309a995f,2025-05-31T17:43:00,10,30,Dairy,157.33
929611cf,2025-05-27T06:25:00,6,4,Frozen,148.48
1634a12c,2025-06-10T05:41:00,8,28,Frozen,13.86
a213038c,2025-06-20T05:06:00,10,33,Beverages,249.67
2ab9f438,2025-05-15T06:57:00,7,22,Bakery,184.21
00f8e937,2025-06-28T03:37:00,5,10,Snacks,191.72
72e9e3c2,2025-05-19T04:53:00,2,40,Bakery,72.56
a9def128,2025-05-21T09:06:00,1,3,Dairy,7.97
baf2381d,2025-05-13T10:24:00,4,27,Frozen,52.45
fa248def,2025-05-15T03:16:00,7,36,Frozen,67.51
fa0b5a28,2025-05-20T12:05:00,1,5,Snacks,215.42
861b8387,2025-05-25T12:00:00,8,5,Snacks,119.74
f59782a1,2025-05-16T09:46:00,8,8,Beverages,169.01
14cbaab9,2025-06-01T12:43:00,10,47,Dairy,213.4
41c9d317,2025-05-24T19:47:00,10,36,Frozen,222.85
4e9b5b55,2025-05-31T10:12:00,6,34,Snacks,168.6
f7aa4df4,2025-06-24T00:23:00,9,44,Dairy,202.52
22ead2a1,2025-05-23T15:51:00,4,2,Bakery,123.43
3f6b99a0,2025-05-31T04:51:00,9,20,Bakery,243.33
dc9e8911,2025-06-07T04:06:00,1,38,Dairy,201.41
23bd384d,2025-05-24T18:49:00,2,10,Frozen,59.79
64a7957f,2025-05-21T06:18:00,4,30,Snacks,231.88
ee844343,2025-06-19T16:28:00,9,24,Bakery,186.92
8e753b94,2025-06-08T11:57:00,10,22,Dairy,24.88
9a385ee3,2025-05-16T02:52:00,10,31,Beverages,194.87
0933d6b3,2025-05-06T12:18:00,7,26,Bakery,42.74
98bdf576,2025-06-13T09:39:00,1,22,Dairy,33.97
9dd61de6,2025-05-22T18:51:00,8,32,Bakery,149.16
fb612394,2025-06-07T05:25:00,7,16,Dairy,64.59
b716340e,2025-05-16T08:13:00,6,11,Frozen,85.15
cb69bd20,2025-06-04T15:14:00,2,7,Beverages,25.17
51d3c941,2025-05-02T02:32:00,3,35,Bakery,125.7
198b1b19,2025-05-09T17:39:00,3,4,Beverages,120.45
1dfcd8a4,2025-05-04T07:24:00,3,19,Dairy,171.29
dcf6ba31,2025-06-02T20:25:00,10,6,Beverages,45.48
953b7d39,2025-05-29T12:41:00,6,7,Beverages,249.1
52b8b41d,2025-05-08T19:53:00,1,40,Beverages,206.25
608b51b2,2025-05-18T19:58:00,3,26,Bakery,31.35
95a21cd2,2025-06-24T08:14:00,5,40,Frozen,22.56
965c7aff,2025-06-26T02:32:00,5,9,Beverages,118.27
bd9c358f,2025-05-24T23:56:00,3,42,Frozen,28.55
81e64a31,2025-06-25T12:53:00,4,45,Dairy,12.85
19e985c8,2025-06-01T03:48:00,3,45,Bakery,203.52
b3cbead2,2025-06-02T23:42:00,9,20,Dairy,165.1
1be2f057,2025-06-06T20:12:00,7,16,Dairy,168.23
3413390a,2025-05-20T11:56:00,4,30,Snacks,177.29
237fdf55,2025-05-04T16:23:00,2,4,Frozen,219.41
3b029e81,2025-05-14T18:36:00,2,29,Snacks,41.59
926c3adb,2025-05-08T00:26:00,5,50,Dairy,173.49
fc67ca26,2025-06-23T01:26:00,4,46,Bakery,111.66
a44027b8,2025-05-12T11:51:00,9,47,Frozen,79.12
492264fb,2025-05-20T10:15:00,8,42,Beverages,94.23
8986a6db,2025-06-05T21:42:00,4,23,Beverages,16.98
3765a9b2,2025-05-24T06:53:00,7,12,Bakery,118.56
42255b07,2025-06-06T12:19:00,6,29,Snacks,204.87
829e711e,2025-06-08T18:38:00,6,49,Frozen,217.69
1133c1c8,2025-05-18T01:52:00,1,11,Dairy,106.87
1fb2600d,2025-06-14T15:38:00,6,10,Beverages,221.63
abfa81dc,2025-05-23T04:20:00,9,39,Bakery,239.48
ab1a44e8,2025-05-19T17:50:00,3,27,Beverages,193.86
e47b1ff5,2025-06-27T19:36:00,6,46,Dairy,201.05
30e8d325,2025-06-04T06:52:00,6,1,Beverages,123.29
27262e4a,2025-06-15T22:37:00,4,14,Snacks,86.47
19033c5e,2025-06-30T06:52:00,9,18,Frozen,100.72
380973f7,2025-06-18T11:02:00,10,40,Frozen,53.18
edd38f26,2025-05-04T22:07:00,8,47,Frozen,139.05
62a0e5b6,2025-06-19T09:00:00,8,3,Dairy,86.49
002b87f4,2025-06-07T09:50:00,10,41,Beverages,121.26
14064904,2025-06-08T07:29:00,8,39,Frozen,61.58
9c77498f,2025-05-30T00:31:00,10,15,Bakery,69.85
949a7265,2025-06-29T16:26:00,1,15,Frozen,67.26
9842938d,2025-05-25T11:42:00,1,34,Snacks,14.93
a02a6045,2025-06-11T05:24:00,4,26,Beverages,110.35
9cc419a6,2025-05-08T06:15:00,5,35,Frozen,235.28
d9d0dbab,2025-05-02T19:42:00,9,47,Dairy,193.38
813537c8,2025-05-05T23:50:00,8,38,Snacks,135.85
d3564d67,2025-06-20T14:38:00,5,50,Beverages,214.53
8d1b96ad,2025-06-05T17:50:00,9,47,Dairy,48.42
faa1e2fa,2025-06-30T01:16:00,4,1,Bakery,24.52
36cb369e,2025-06-29T05:03:00,4,31,Beverages,29.37
ca824f09,2025-05-24T20:01:00,3,43,Dairy,169.59
360e7eb6,2025-06-08T03:50:00,3,28,Snacks,183.64
6cb14b81,2025-06-03T05:33:00,2,49,Dairy,80.83
